textbox9,textbox11,Textbox34
Nationality(s): All Nationalities,Religion(s): All Religions,Data prior to 2002 was migrated into WRAPS from a legacy system therefore we are providing post-2002 data.

Textbox126,Textbox127,nat_definition3,region_name_2,textbox36,relig_definition1,Cases,Cases2
From: 01 Jan 2005,To: 31 Dec 2015,Angola,CY 2013,6,Catholic,0,"66,066"
From: 01 Jan 2005,To: 31 Dec 2015,Angola,CY 2014,0,Catholic,0,"72,820"
From: 01 Jan 2005,To: 31 Dec 2015,Angola,CY 2015,5,Catholic,2,"60,640"
From: 01 Jan 2005,To: 31 Dec 2015,Angola,CY 2005,16,Christian,0,"51,902"
From: 01 Jan 2005,To: 31 Dec 2015,Angola,CY 2006,17,Christian,3,"39,552"
From: 01 Jan 2005,To: 31 Dec 2015,Angola,CY 2007,0,Christian,0,"47,753"
From: 01 Jan 2005,To: 31 Dec 2015,Angola,CY 2008,1,Christian,1,"64,734"
From: 01 Jan 2005,To: 31 Dec 2015,Angola,CY 2009,7,Christian,0,"79,943"
From: 01 Jan 2005,To: 31 Dec 2015,Angola,CY 2010,0,Christian,0,"71,362"
From: 01 Jan 2005,To: 31 Dec 2015,Angola,CY 2011,2,Christian,0,"51,458"
From: 01 Jan 2005,To: 31 Dec 2015,Angola,CY 2012,0,Christian,0,"66,292"
From: 01 Jan 2005,To: 31 Dec 2015,Angola,CY 2013,6,Christian,0,"66,066"
From: 01 Jan 2005,To: 31 Dec 2015,Angola,CY 2014,0,Christian,0,"72,820"
From: 01 Jan 2005,To: 31 Dec 2015,Angola,CY 2015,5,Christian,0,"60,640"
From: 01 Jan 2005,To: 31 Dec 2015,Angola,CY 2005,16,Protestant,5,"51,902"
From: 01 Jan 2005,To: 31 Dec 2015,Angola,CY 2006,17,Protestant,4,"39,552"
From: 01 Jan 2005,To: 31 Dec 2015,Angola,CY 2007,0,Protestant,0,"47,753"
From: 01 Jan 2005,To: 31 Dec 2015,Angola,CY 2008,1,Protestant,0,"64,734"
From: 01 Jan 2005,To: 31 Dec 2015,Angola,CY 2009,7,Protestant,7,"79,943"
From: 01 Jan 2005,To: 31 Dec 2015,Angola,CY 2010,0,Protestant,0,"71,362"
From: 01 Jan 2005,To: 31 Dec 2015,Angola,CY 2011,2,Protestant,2,"51,458"
From: 01 Jan 2005,To: 31 Dec 2015,Angola,CY 2012,0,Protestant,0,"66,292"
From: 01 Jan 2005,To: 31 Dec 2015,Angola,CY 2013,6,Protestant,6,"66,066"
From: 01 Jan 2005,To: 31 Dec 2015,Angola,CY 2014,0,Protestant,0,"72,820"
From: 01 Jan 2005,To: 31 Dec 2015,Angola,CY 2015,5,Protestant,0,"60,640"
From: 01 Jan 2005,To: 31 Dec 2015,Angola,CY 2005,16,Seventh Day Adventist,0,"51,902"
From: 01 Jan 2005,To: 31 Dec 2015,Angola,CY 2006,17,Seventh Day Adventist,0,"39,552"
From: 01 Jan 2005,To: 31 Dec 2015,Angola,CY 2007,0,Seventh Day Adventist,0,"47,753"
From: 01 Jan 2005,To: 31 Dec 2015,Angola,CY 2008,1,Seventh Day Adventist,0,"64,734"
From: 01 Jan 2005,To: 31 Dec 2015,Angola,CY 2009,7,Seventh Day Adventist,0,"79,943"
From: 01 Jan 2005,To: 31 Dec 2015,Angola,CY 2010,0,Seventh Day Adventist,0,"71,362"
From: 01 Jan 2005,To: 31 Dec 2015,Angola,CY 2011,2,Seventh Day Adventist,0,"51,458"
From: 01 Jan 2005,To: 31 Dec 2015,Angola,CY 2012,0,Seventh Day Adventist,0,"66,292"
From: 01 Jan 2005,To: 31 Dec 2015,Angola,CY 2013,6,Seventh Day Adventist,0,"66,066"
From: 01 Jan 2005,To: 31 Dec 2015,Angola,CY 2014,0,Seventh Day Adventist,0,"72,820"
From: 01 Jan 2005,To: 31 Dec 2015,Angola,CY 2015,5,Seventh Day Adventist,1,"60,640"
From: 01 Jan 2005,To: 31 Dec 2015,Armenia,CY 2005,104,Baptist,0,"51,902"
From: 01 Jan 2005,To: 31 Dec 2015,Armenia,CY 2006,71,Baptist,0,"39,552"
From: 01 Jan 2005,To: 31 Dec 2015,Armenia,CY 2007,32,Baptist,0,"47,753"
From: 01 Jan 2005,To: 31 Dec 2015,Armenia,CY 2008,0,Baptist,0,"64,734"
From: 01 Jan 2005,To: 31 Dec 2015,Armenia,CY 2009,4,Baptist,0,"79,943"
From: 01 Jan 2005,To: 31 Dec 2015,Armenia,CY 2010,4,Baptist,0,"71,362"
From: 01 Jan 2005,To: 31 Dec 2015,Armenia,CY 2011,12,Baptist,0,"51,458"
From: 01 Jan 2005,To: 31 Dec 2015,Armenia,CY 2012,8,Baptist,0,"66,292"
From: 01 Jan 2005,To: 31 Dec 2015,Armenia,CY 2013,3,Baptist,0,"66,066"
From: 01 Jan 2005,To: 31 Dec 2015,Armenia,CY 2014,45,Baptist,0,"72,820"
From: 01 Jan 2005,To: 31 Dec 2015,Armenia,CY 2015,28,Baptist,5,"60,640"
From: 01 Jan 2005,To: 31 Dec 2015,Armenia,CY 2005,104,Christian,0,"51,902"
From: 01 Jan 2005,To: 31 Dec 2015,Armenia,CY 2006,71,Christian,0,"39,552"
From: 01 Jan 2005,To: 31 Dec 2015,Armenia,CY 2007,32,Christian,0,"47,753"
From: 01 Jan 2005,To: 31 Dec 2015,Armenia,CY 2008,0,Christian,0,"64,734"
From: 01 Jan 2005,To: 31 Dec 2015,Armenia,CY 2009,4,Christian,3,"79,943"
From: 01 Jan 2005,To: 31 Dec 2015,Armenia,CY 2010,4,Christian,0,"71,362"
From: 01 Jan 2005,To: 31 Dec 2015,Armenia,CY 2011,12,Christian,0,"51,458"
From: 01 Jan 2005,To: 31 Dec 2015,Armenia,CY 2012,8,Christian,0,"66,292"
From: 01 Jan 2005,To: 31 Dec 2015,Armenia,CY 2013,3,Christian,1,"66,066"
From: 01 Jan 2005,To: 31 Dec 2015,Armenia,CY 2014,45,Christian,0,"72,820"
From: 01 Jan 2005,To: 31 Dec 2015,Armenia,CY 2015,28,Christian,0,"60,640"
From: 01 Jan 2005,To: 31 Dec 2015,Armenia,CY 2005,104,Evangelical Christian,0,"51,902"
From: 01 Jan 2005,To: 31 Dec 2015,Armenia,CY 2006,71,Evangelical Christian,0,"39,552"
From: 01 Jan 2005,To: 31 Dec 2015,Armenia,CY 2007,32,Evangelical Christian,0,"47,753"
From: 01 Jan 2005,To: 31 Dec 2015,Armenia,CY 2008,0,Evangelical Christian,0,"64,734"
From: 01 Jan 2005,To: 31 Dec 2015,Armenia,CY 2009,4,Evangelical Christian,0,"79,943"
From: 01 Jan 2005,To: 31 Dec 2015,Armenia,CY 2010,4,Evangelical Christian,0,"71,362"
From: 01 Jan 2005,To: 31 Dec 2015,Armenia,CY 2011,12,Evangelical Christian,7,"51,458"
From: 01 Jan 2005,To: 31 Dec 2015,Armenia,CY 2012,8,Evangelical Christian,0,"66,292"
From: 01 Jan 2005,To: 31 Dec 2015,Armenia,CY 2013,3,Evangelical Christian,0,"66,066"
From: 01 Jan 2005,To: 31 Dec 2015,Armenia,CY 2014,45,Evangelical Christian,0,"72,820"
From: 01 Jan 2005,To: 31 Dec 2015,Armenia,CY 2015,28,Evangelical Christian,1,"60,640"
From: 01 Jan 2005,To: 31 Dec 2015,Armenia,CY 2005,104,Jehovah Witness,0,"51,902"
From: 01 Jan 2005,To: 31 Dec 2015,Armenia,CY 2006,71,Jehovah Witness,1,"39,552"
From: 01 Jan 2005,To: 31 Dec 2015,Armenia,CY 2007,32,Jehovah Witness,0,"47,753"
From: 01 Jan 2005,To: 31 Dec 2015,Armenia,CY 2008,0,Jehovah Witness,0,"64,734"
From: 01 Jan 2005,To: 31 Dec 2015,Armenia,CY 2009,4,Jehovah Witness,0,"79,943"
From: 01 Jan 2005,To: 31 Dec 2015,Armenia,CY 2010,4,Jehovah Witness,0,"71,362"
From: 01 Jan 2005,To: 31 Dec 2015,Armenia,CY 2011,12,Jehovah Witness,2,"51,458"
From: 01 Jan 2005,To: 31 Dec 2015,Armenia,CY 2012,8,Jehovah Witness,0,"66,292"
From: 01 Jan 2005,To: 31 Dec 2015,Armenia,CY 2013,3,Jehovah Witness,0,"66,066"
From: 01 Jan 2005,To: 31 Dec 2015,Armenia,CY 2014,45,Jehovah Witness,3,"72,820"
From: 01 Jan 2005,To: 31 Dec 2015,Armenia,CY 2015,28,Jehovah Witness,0,"60,640"
From: 01 Jan 2005,To: 31 Dec 2015,Armenia,CY 2005,104,Pentecostalist,104,"51,902"
From: 01 Jan 2005,To: 31 Dec 2015,Armenia,CY 2006,71,Pentecostalist,70,"39,552"
From: 01 Jan 2005,To: 31 Dec 2015,Armenia,CY 2007,32,Pentecostalist,32,"47,753"
From: 01 Jan 2005,To: 31 Dec 2015,Armenia,CY 2008,0,Pentecostalist,0,"64,734"
From: 01 Jan 2005,To: 31 Dec 2015,Armenia,CY 2009,4,Pentecostalist,1,"79,943"
From: 01 Jan 2005,To: 31 Dec 2015,Armenia,CY 2010,4,Pentecostalist,4,"71,362"
From: 01 Jan 2005,To: 31 Dec 2015,Armenia,CY 2011,12,Pentecostalist,3,"51,458"
From: 01 Jan 2005,To: 31 Dec 2015,Armenia,CY 2012,8,Pentecostalist,8,"66,292"
From: 01 Jan 2005,To: 31 Dec 2015,Armenia,CY 2013,3,Pentecostalist,2,"66,066"
From: 01 Jan 2005,To: 31 Dec 2015,Armenia,CY 2014,45,Pentecostalist,42,"72,820"
From: 01 Jan 2005,To: 31 Dec 2015,Armenia,CY 2015,28,Pentecostalist,22,"60,640"
From: 01 Jan 2005,To: 31 Dec 2015,Azerbaijan,CY 2005,225,Baptist,0,"51,902"
From: 01 Jan 2005,To: 31 Dec 2015,Azerbaijan,CY 2006,96,Baptist,1,"39,552"
From: 01 Jan 2005,To: 31 Dec 2015,Azerbaijan,CY 2007,36,Baptist,6,"47,753"
From: 01 Jan 2005,To: 31 Dec 2015,Azerbaijan,CY 2008,42,Baptist,17,"64,734"
From: 01 Jan 2005,To: 31 Dec 2015,Azerbaijan,CY 2009,34,Baptist,0,"79,943"
From: 01 Jan 2005,To: 31 Dec 2015,Azerbaijan,CY 2010,21,Baptist,0,"71,362"
From: 01 Jan 2005,To: 31 Dec 2015,Azerbaijan,CY 2011,6,Baptist,0,"51,458"
From: 01 Jan 2005,To: 31 Dec 2015,Azerbaijan,CY 2012,12,Baptist,0,"66,292"
From: 01 Jan 2005,To: 31 Dec 2015,Azerbaijan,CY 2013,0,Baptist,0,"66,066"
From: 01 Jan 2005,To: 31 Dec 2015,Azerbaijan,CY 2014,21,Baptist,0,"72,820"
From: 01 Jan 2005,To: 31 Dec 2015,Azerbaijan,CY 2015,19,Baptist,3,"60,640"
From: 01 Jan 2005,To: 31 Dec 2015,Azerbaijan,CY 2005,225,Christian,30,"51,902"
From: 01 Jan 2005,To: 31 Dec 2015,Azerbaijan,CY 2006,96,Christian,21,"39,552"
From: 01 Jan 2005,To: 31 Dec 2015,Azerbaijan,CY 2007,36,Christian,12,"47,753"
From: 01 Jan 2005,To: 31 Dec 2015,Azerbaijan,CY 2008,42,Christian,0,"64,734"
From: 01 Jan 2005,To: 31 Dec 2015,Azerbaijan,CY 2009,34,Christian,6,"79,943"
From: 01 Jan 2005,To: 31 Dec 2015,Azerbaijan,CY 2010,21,Christian,0,"71,362"
From: 01 Jan 2005,To: 31 Dec 2015,Azerbaijan,CY 2011,6,Christian,0,"51,458"
From: 01 Jan 2005,To: 31 Dec 2015,Azerbaijan,CY 2012,12,Christian,0,"66,292"
From: 01 Jan 2005,To: 31 Dec 2015,Azerbaijan,CY 2013,0,Christian,0,"66,066"
From: 01 Jan 2005,To: 31 Dec 2015,Azerbaijan,CY 2014,21,Christian,0,"72,820"
From: 01 Jan 2005,To: 31 Dec 2015,Azerbaijan,CY 2015,19,Christian,0,"60,640"
From: 01 Jan 2005,To: 31 Dec 2015,Azerbaijan,CY 2005,225,Evangelical Christian,0,"51,902"
From: 01 Jan 2005,To: 31 Dec 2015,Azerbaijan,CY 2006,96,Evangelical Christian,0,"39,552"
From: 01 Jan 2005,To: 31 Dec 2015,Azerbaijan,CY 2007,36,Evangelical Christian,0,"47,753"
From: 01 Jan 2005,To: 31 Dec 2015,Azerbaijan,CY 2008,42,Evangelical Christian,0,"64,734"
From: 01 Jan 2005,To: 31 Dec 2015,Azerbaijan,CY 2009,34,Evangelical Christian,0,"79,943"
From: 01 Jan 2005,To: 31 Dec 2015,Azerbaijan,CY 2010,21,Evangelical Christian,0,"71,362"
From: 01 Jan 2005,To: 31 Dec 2015,Azerbaijan,CY 2011,6,Evangelical Christian,2,"51,458"
From: 01 Jan 2005,To: 31 Dec 2015,Azerbaijan,CY 2012,12,Evangelical Christian,0,"66,292"
From: 01 Jan 2005,To: 31 Dec 2015,Azerbaijan,CY 2013,0,Evangelical Christian,0,"66,066"
From: 01 Jan 2005,To: 31 Dec 2015,Azerbaijan,CY 2014,21,Evangelical Christian,15,"72,820"
From: 01 Jan 2005,To: 31 Dec 2015,Azerbaijan,CY 2015,19,Evangelical Christian,0,"60,640"
From: 01 Jan 2005,To: 31 Dec 2015,Azerbaijan,CY 2005,225,Jehovah Witness,3,"51,902"
From: 01 Jan 2005,To: 31 Dec 2015,Azerbaijan,CY 2006,96,Jehovah Witness,0,"39,552"
From: 01 Jan 2005,To: 31 Dec 2015,Azerbaijan,CY 2007,36,Jehovah Witness,0,"47,753"
From: 01 Jan 2005,To: 31 Dec 2015,Azerbaijan,CY 2008,42,Jehovah Witness,0,"64,734"
From: 01 Jan 2005,To: 31 Dec 2015,Azerbaijan,CY 2009,34,Jehovah Witness,0,"79,943"
From: 01 Jan 2005,To: 31 Dec 2015,Azerbaijan,CY 2010,21,Jehovah Witness,0,"71,362"
From: 01 Jan 2005,To: 31 Dec 2015,Azerbaijan,CY 2011,6,Jehovah Witness,0,"51,458"
From: 01 Jan 2005,To: 31 Dec 2015,Azerbaijan,CY 2012,12,Jehovah Witness,0,"66,292"
From: 01 Jan 2005,To: 31 Dec 2015,Azerbaijan,CY 2013,0,Jehovah Witness,0,"66,066"
From: 01 Jan 2005,To: 31 Dec 2015,Azerbaijan,CY 2014,21,Jehovah Witness,0,"72,820"
From: 01 Jan 2005,To: 31 Dec 2015,Azerbaijan,CY 2015,19,Jehovah Witness,0,"60,640"
From: 01 Jan 2005,To: 31 Dec 2015,Azerbaijan,CY 2005,225,Jewish,68,"51,902"
From: 01 Jan 2005,To: 31 Dec 2015,Azerbaijan,CY 2006,96,Jewish,65,"39,552"
From: 01 Jan 2005,To: 31 Dec 2015,Azerbaijan,CY 2007,36,Jewish,17,"47,753"
From: 01 Jan 2005,To: 31 Dec 2015,Azerbaijan,CY 2008,42,Jewish,21,"64,734"
From: 01 Jan 2005,To: 31 Dec 2015,Azerbaijan,CY 2009,34,Jewish,25,"79,943"
From: 01 Jan 2005,To: 31 Dec 2015,Azerbaijan,CY 2010,21,Jewish,8,"71,362"
From: 01 Jan 2005,To: 31 Dec 2015,Azerbaijan,CY 2011,6,Jewish,0,"51,458"
From: 01 Jan 2005,To: 31 Dec 2015,Azerbaijan,CY 2012,12,Jewish,9,"66,292"
From: 01 Jan 2005,To: 31 Dec 2015,Azerbaijan,CY 2013,0,Jewish,0,"66,066"
From: 01 Jan 2005,To: 31 Dec 2015,Azerbaijan,CY 2014,21,Jewish,6,"72,820"
From: 01 Jan 2005,To: 31 Dec 2015,Azerbaijan,CY 2015,19,Jewish,14,"60,640"
From: 01 Jan 2005,To: 31 Dec 2015,Azerbaijan,CY 2005,225,Moslem,0,"51,902"
From: 01 Jan 2005,To: 31 Dec 2015,Azerbaijan,CY 2006,96,Moslem,4,"39,552"
From: 01 Jan 2005,To: 31 Dec 2015,Azerbaijan,CY 2007,36,Moslem,0,"47,753"
From: 01 Jan 2005,To: 31 Dec 2015,Azerbaijan,CY 2008,42,Moslem,4,"64,734"
From: 01 Jan 2005,To: 31 Dec 2015,Azerbaijan,CY 2009,34,Moslem,0,"79,943"
From: 01 Jan 2005,To: 31 Dec 2015,Azerbaijan,CY 2010,21,Moslem,4,"71,362"
From: 01 Jan 2005,To: 31 Dec 2015,Azerbaijan,CY 2011,6,Moslem,0,"51,458"
From: 01 Jan 2005,To: 31 Dec 2015,Azerbaijan,CY 2012,12,Moslem,0,"66,292"
From: 01 Jan 2005,To: 31 Dec 2015,Azerbaijan,CY 2013,0,Moslem,0,"66,066"
From: 01 Jan 2005,To: 31 Dec 2015,Azerbaijan,CY 2014,21,Moslem,0,"72,820"
From: 01 Jan 2005,To: 31 Dec 2015,Azerbaijan,CY 2015,19,Moslem,0,"60,640"
From: 01 Jan 2005,To: 31 Dec 2015,Azerbaijan,CY 2005,225,Moslem Shiite,2,"51,902"
From: 01 Jan 2005,To: 31 Dec 2015,Azerbaijan,CY 2006,96,Moslem Shiite,0,"39,552"
From: 01 Jan 2005,To: 31 Dec 2015,Azerbaijan,CY 2007,36,Moslem Shiite,0,"47,753"
From: 01 Jan 2005,To: 31 Dec 2015,Azerbaijan,CY 2008,42,Moslem Shiite,0,"64,734"
From: 01 Jan 2005,To: 31 Dec 2015,Azerbaijan,CY 2009,34,Moslem Shiite,3,"79,943"
From: 01 Jan 2005,To: 31 Dec 2015,Azerbaijan,CY 2010,21,Moslem Shiite,0,"71,362"
From: 01 Jan 2005,To: 31 Dec 2015,Azerbaijan,CY 2011,6,Moslem Shiite,1,"51,458"
From: 01 Jan 2005,To: 31 Dec 2015,Azerbaijan,CY 2012,12,Moslem Shiite,3,"66,292"
From: 01 Jan 2005,To: 31 Dec 2015,Azerbaijan,CY 2013,0,Moslem Shiite,0,"66,066"
From: 01 Jan 2005,To: 31 Dec 2015,Azerbaijan,CY 2014,21,Moslem Shiite,0,"72,820"
From: 01 Jan 2005,To: 31 Dec 2015,Azerbaijan,CY 2015,19,Moslem Shiite,0,"60,640"
From: 01 Jan 2005,To: 31 Dec 2015,Azerbaijan,CY 2005,225,Moslem Suni,0,"51,902"
From: 01 Jan 2005,To: 31 Dec 2015,Azerbaijan,CY 2006,96,Moslem Suni,0,"39,552"
From: 01 Jan 2005,To: 31 Dec 2015,Azerbaijan,CY 2007,36,Moslem Suni,1,"47,753"
From: 01 Jan 2005,To: 31 Dec 2015,Azerbaijan,CY 2008,42,Moslem Suni,0,"64,734"
From: 01 Jan 2005,To: 31 Dec 2015,Azerbaijan,CY 2009,34,Moslem Suni,0,"79,943"
From: 01 Jan 2005,To: 31 Dec 2015,Azerbaijan,CY 2010,21,Moslem Suni,2,"71,362"
From: 01 Jan 2005,To: 31 Dec 2015,Azerbaijan,CY 2011,6,Moslem Suni,0,"51,458"
From: 01 Jan 2005,To: 31 Dec 2015,Azerbaijan,CY 2012,12,Moslem Suni,0,"66,292"
From: 01 Jan 2005,To: 31 Dec 2015,Azerbaijan,CY 2013,0,Moslem Suni,0,"66,066"
From: 01 Jan 2005,To: 31 Dec 2015,Azerbaijan,CY 2014,21,Moslem Suni,0,"72,820"
From: 01 Jan 2005,To: 31 Dec 2015,Azerbaijan,CY 2015,19,Moslem Suni,0,"60,640"
From: 01 Jan 2005,To: 31 Dec 2015,Azerbaijan,CY 2005,225,No Religion,4,"51,902"
From: 01 Jan 2005,To: 31 Dec 2015,Azerbaijan,CY 2006,96,No Religion,1,"39,552"
From: 01 Jan 2005,To: 31 Dec 2015,Azerbaijan,CY 2007,36,No Religion,0,"47,753"
From: 01 Jan 2005,To: 31 Dec 2015,Azerbaijan,CY 2008,42,No Religion,0,"64,734"
From: 01 Jan 2005,To: 31 Dec 2015,Azerbaijan,CY 2009,34,No Religion,0,"79,943"
From: 01 Jan 2005,To: 31 Dec 2015,Azerbaijan,CY 2010,21,No Religion,0,"71,362"
From: 01 Jan 2005,To: 31 Dec 2015,Azerbaijan,CY 2011,6,No Religion,0,"51,458"
From: 01 Jan 2005,To: 31 Dec 2015,Azerbaijan,CY 2012,12,No Religion,0,"66,292"
From: 01 Jan 2005,To: 31 Dec 2015,Azerbaijan,CY 2013,0,No Religion,0,"66,066"
From: 01 Jan 2005,To: 31 Dec 2015,Azerbaijan,CY 2014,21,No Religion,0,"72,820"
From: 01 Jan 2005,To: 31 Dec 2015,Azerbaijan,CY 2015,19,No Religion,2,"60,640"
From: 01 Jan 2005,To: 31 Dec 2015,Azerbaijan,CY 2005,225,Orthodox,2,"51,902"
From: 01 Jan 2005,To: 31 Dec 2015,Azerbaijan,CY 2006,96,Orthodox,3,"39,552"
From: 01 Jan 2005,To: 31 Dec 2015,Azerbaijan,CY 2007,36,Orthodox,0,"47,753"
From: 01 Jan 2005,To: 31 Dec 2015,Azerbaijan,CY 2008,42,Orthodox,0,"64,734"
From: 01 Jan 2005,To: 31 Dec 2015,Azerbaijan,CY 2009,34,Orthodox,0,"79,943"
From: 01 Jan 2005,To: 31 Dec 2015,Azerbaijan,CY 2010,21,Orthodox,7,"71,362"
From: 01 Jan 2005,To: 31 Dec 2015,Azerbaijan,CY 2011,6,Orthodox,3,"51,458"
From: 01 Jan 2005,To: 31 Dec 2015,Azerbaijan,CY 2012,12,Orthodox,0,"66,292"
From: 01 Jan 2005,To: 31 Dec 2015,Azerbaijan,CY 2013,0,Orthodox,0,"66,066"
From: 01 Jan 2005,To: 31 Dec 2015,Azerbaijan,CY 2014,21,Orthodox,0,"72,820"
From: 01 Jan 2005,To: 31 Dec 2015,Azerbaijan,CY 2015,19,Orthodox,0,"60,640"
From: 01 Jan 2005,To: 31 Dec 2015,Azerbaijan,CY 2005,225,Unknown,116,"51,902"
From: 01 Jan 2005,To: 31 Dec 2015,Azerbaijan,CY 2006,96,Unknown,1,"39,552"
From: 01 Jan 2005,To: 31 Dec 2015,Azerbaijan,CY 2007,36,Unknown,0,"47,753"
From: 01 Jan 2005,To: 31 Dec 2015,Azerbaijan,CY 2008,42,Unknown,0,"64,734"
From: 01 Jan 2005,To: 31 Dec 2015,Azerbaijan,CY 2009,34,Unknown,0,"79,943"
From: 01 Jan 2005,To: 31 Dec 2015,Azerbaijan,CY 2010,21,Unknown,0,"71,362"
From: 01 Jan 2005,To: 31 Dec 2015,Azerbaijan,CY 2011,6,Unknown,0,"51,458"
From: 01 Jan 2005,To: 31 Dec 2015,Azerbaijan,CY 2012,12,Unknown,0,"66,292"
From: 01 Jan 2005,To: 31 Dec 2015,Azerbaijan,CY 2013,0,Unknown,0,"66,066"
From: 01 Jan 2005,To: 31 Dec 2015,Azerbaijan,CY 2014,21,Unknown,0,"72,820"
From: 01 Jan 2005,To: 31 Dec 2015,Azerbaijan,CY 2015,19,Unknown,0,"60,640"
From: 01 Jan 2005,To: 31 Dec 2015,Bangladesh,CY 2005,0,Buddhist,0,"51,902"
From: 01 Jan 2005,To: 31 Dec 2015,Bangladesh,CY 2006,2,Buddhist,0,"39,552"
From: 01 Jan 2005,To: 31 Dec 2015,Bangladesh,CY 2007,0,Buddhist,0,"47,753"
From: 01 Jan 2005,To: 31 Dec 2015,Bangladesh,CY 2008,0,Buddhist,0,"64,734"
From: 01 Jan 2005,To: 31 Dec 2015,Bangladesh,CY 2009,0,Buddhist,0,"79,943"
From: 01 Jan 2005,To: 31 Dec 2015,Bangladesh,CY 2010,2,Buddhist,0,"71,362"
From: 01 Jan 2005,To: 31 Dec 2015,Bangladesh,CY 2011,0,Buddhist,0,"51,458"
From: 01 Jan 2005,To: 31 Dec 2015,Bangladesh,CY 2012,0,Buddhist,0,"66,292"
From: 01 Jan 2005,To: 31 Dec 2015,Bangladesh,CY 2013,1,Buddhist,0,"66,066"
From: 01 Jan 2005,To: 31 Dec 2015,Bangladesh,CY 2014,2,Buddhist,0,"72,820"
From: 01 Jan 2005,To: 31 Dec 2015,Bangladesh,CY 2015,3,Buddhist,3,"60,640"
From: 01 Jan 2005,To: 31 Dec 2015,Bangladesh,CY 2005,0,Christian,0,"51,902"
From: 01 Jan 2005,To: 31 Dec 2015,Bangladesh,CY 2006,2,Christian,1,"39,552"
From: 01 Jan 2005,To: 31 Dec 2015,Bangladesh,CY 2007,0,Christian,0,"47,753"
From: 01 Jan 2005,To: 31 Dec 2015,Bangladesh,CY 2008,0,Christian,0,"64,734"
From: 01 Jan 2005,To: 31 Dec 2015,Bangladesh,CY 2009,0,Christian,0,"79,943"
From: 01 Jan 2005,To: 31 Dec 2015,Bangladesh,CY 2010,2,Christian,0,"71,362"
From: 01 Jan 2005,To: 31 Dec 2015,Bangladesh,CY 2011,0,Christian,0,"51,458"
From: 01 Jan 2005,To: 31 Dec 2015,Bangladesh,CY 2012,0,Christian,0,"66,292"
From: 01 Jan 2005,To: 31 Dec 2015,Bangladesh,CY 2013,1,Christian,0,"66,066"
From: 01 Jan 2005,To: 31 Dec 2015,Bangladesh,CY 2014,2,Christian,2,"72,820"
From: 01 Jan 2005,To: 31 Dec 2015,Bangladesh,CY 2015,3,Christian,0,"60,640"
From: 01 Jan 2005,To: 31 Dec 2015,Bangladesh,CY 2005,0,Hindu,0,"51,902"
From: 01 Jan 2005,To: 31 Dec 2015,Bangladesh,CY 2006,2,Hindu,1,"39,552"
From: 01 Jan 2005,To: 31 Dec 2015,Bangladesh,CY 2007,0,Hindu,0,"47,753"
From: 01 Jan 2005,To: 31 Dec 2015,Bangladesh,CY 2008,0,Hindu,0,"64,734"
From: 01 Jan 2005,To: 31 Dec 2015,Bangladesh,CY 2009,0,Hindu,0,"79,943"
From: 01 Jan 2005,To: 31 Dec 2015,Bangladesh,CY 2010,2,Hindu,1,"71,362"
From: 01 Jan 2005,To: 31 Dec 2015,Bangladesh,CY 2011,0,Hindu,0,"51,458"
From: 01 Jan 2005,To: 31 Dec 2015,Bangladesh,CY 2012,0,Hindu,0,"66,292"
From: 01 Jan 2005,To: 31 Dec 2015,Bangladesh,CY 2013,1,Hindu,0,"66,066"
From: 01 Jan 2005,To: 31 Dec 2015,Bangladesh,CY 2014,2,Hindu,0,"72,820"
From: 01 Jan 2005,To: 31 Dec 2015,Bangladesh,CY 2015,3,Hindu,0,"60,640"
From: 01 Jan 2005,To: 31 Dec 2015,Bangladesh,CY 2005,0,Moslem,0,"51,902"
From: 01 Jan 2005,To: 31 Dec 2015,Bangladesh,CY 2006,2,Moslem,0,"39,552"
From: 01 Jan 2005,To: 31 Dec 2015,Bangladesh,CY 2007,0,Moslem,0,"47,753"
From: 01 Jan 2005,To: 31 Dec 2015,Bangladesh,CY 2008,0,Moslem,0,"64,734"
From: 01 Jan 2005,To: 31 Dec 2015,Bangladesh,CY 2009,0,Moslem,0,"79,943"
From: 01 Jan 2005,To: 31 Dec 2015,Bangladesh,CY 2010,2,Moslem,1,"71,362"
From: 01 Jan 2005,To: 31 Dec 2015,Bangladesh,CY 2011,0,Moslem,0,"51,458"
From: 01 Jan 2005,To: 31 Dec 2015,Bangladesh,CY 2012,0,Moslem,0,"66,292"
From: 01 Jan 2005,To: 31 Dec 2015,Bangladesh,CY 2013,1,Moslem,1,"66,066"
From: 01 Jan 2005,To: 31 Dec 2015,Bangladesh,CY 2014,2,Moslem,0,"72,820"
From: 01 Jan 2005,To: 31 Dec 2015,Bangladesh,CY 2015,3,Moslem,0,"60,640"
From: 01 Jan 2005,To: 31 Dec 2015,Belarus,CY 2005,410,Atheist,0,"51,902"
From: 01 Jan 2005,To: 31 Dec 2015,Belarus,CY 2006,310,Atheist,3,"39,552"
From: 01 Jan 2005,To: 31 Dec 2015,Belarus,CY 2007,196,Atheist,0,"47,753"
From: 01 Jan 2005,To: 31 Dec 2015,Belarus,CY 2008,121,Atheist,0,"64,734"
From: 01 Jan 2005,To: 31 Dec 2015,Belarus,CY 2009,148,Atheist,0,"79,943"
From: 01 Jan 2005,To: 31 Dec 2015,Belarus,CY 2010,82,Atheist,0,"71,362"
