year,origin,dest_state,dest_city,arrivals
2006,Moldova,Alaska,Delta Junction,4
2007,Moldova,Alaska,Delta Junction,2
2008,Moldova,Alaska,Delta Junction,0
2009,Moldova,Alaska,Delta Junction,0
2010,Moldova,Alaska,Delta Junction,0
2011,Moldova,Alaska,Delta Junction,0
2012,Moldova,Alaska,Delta Junction,0
2013,Moldova,Alaska,Delta Junction,0
2014,Moldova,Alaska,Delta Junction,0
2015,Moldova,Alaska,Delta Junction,0
2005,Palestine,Alaska,Anchorage,0
2006,Palestine,Alaska,Anchorage,0
2007,Palestine,Alaska,Anchorage,0
2008,Palestine,Alaska,Anchorage,0
2009,Palestine,Alaska,Anchorage,0
2010,Palestine,Alaska,Anchorage,7
2011,Palestine,Alaska,Anchorage,0
2012,Palestine,Alaska,Anchorage,0
2013,Palestine,Alaska,Anchorage,0
2014,Palestine,Alaska,Anchorage,0
2015,Palestine,Alaska,Anchorage,0
2005,Russia,Alaska,Anchorage,0
2006,Russia,Alaska,Anchorage,0
2007,Russia,Alaska,Anchorage,6
2008,Russia,Alaska,Anchorage,0
2009,Russia,Alaska,Anchorage,0
2010,Russia,Alaska,Anchorage,5
2011,Russia,Alaska,Anchorage,0
2012,Russia,Alaska,Anchorage,0
2013,Russia,Alaska,Anchorage,0
2014,Russia,Alaska,Anchorage,0
2015,Russia,Alaska,Anchorage,0
2005,Russia,Alaska,Fairbanks,0
2006,Russia,Alaska,Fairbanks,0
2007,Russia,Alaska,Fairbanks,0
2008,Russia,Alaska,Fairbanks,0
2009,Russia,Alaska,Fairbanks,0
2010,Russia,Alaska,Fairbanks,0
2011,Russia,Alaska,Fairbanks,0
2012,Russia,Alaska,Fairbanks,0
2013,Russia,Alaska,Fairbanks,0
2014,Russia,Alaska,Fairbanks,0
2015,Russia,Alaska,Fairbanks,1
2005,Russia,Alaska,Wasilla,10
2006,Russia,Alaska,Wasilla,1
2007,Russia,Alaska,Wasilla,0
2008,Russia,Alaska,Wasilla,3
2009,Russia,Alaska,Wasilla,0
2010,Russia,Alaska,Wasilla,0
2011,Russia,Alaska,Wasilla,0
2012,Russia,Alaska,Wasilla,0
2013,Russia,Alaska,Wasilla,0
2014,Russia,Alaska,Wasilla,0
2015,Russia,Alaska,Wasilla,0
2005,Rwanda,Alaska,Anchorage,0
2006,Rwanda,Alaska,Anchorage,0
2007,Rwanda,Alaska,Anchorage,0
2008,Rwanda,Alaska,Anchorage,0
2009,Rwanda,Alaska,Anchorage,0
2010,Rwanda,Alaska,Anchorage,0
2011,Rwanda,Alaska,Anchorage,0
2012,Rwanda,Alaska,Anchorage,0
2013,Rwanda,Alaska,Anchorage,0
2014,Rwanda,Alaska,Anchorage,0
2015,Rwanda,Alaska,Anchorage,6
2005,Somalia,Alaska,Anchorage,0
2006,Somalia,Alaska,Anchorage,0
2007,Somalia,Alaska,Anchorage,0
2008,Somalia,Alaska,Anchorage,1
2009,Somalia,Alaska,Anchorage,15
2010,Somalia,Alaska,Anchorage,29
2011,Somalia,Alaska,Anchorage,45
2012,Somalia,Alaska,Anchorage,25
2013,Somalia,Alaska,Anchorage,22
2014,Somalia,Alaska,Anchorage,79
2015,Somalia,Alaska,Anchorage,42
2005,Sudan,Alaska,Anchorage,0
2006,Sudan,Alaska,Anchorage,0
2007,Sudan,Alaska,Anchorage,0
2008,Sudan,Alaska,Anchorage,33
2009,Sudan,Alaska,Anchorage,14
2010,Sudan,Alaska,Anchorage,3
2011,Sudan,Alaska,Anchorage,5
2012,Sudan,Alaska,Anchorage,22
2013,Sudan,Alaska,Anchorage,39
2014,Sudan,Alaska,Anchorage,27
2015,Sudan,Alaska,Anchorage,5
2005,Togo,Alaska,Anchorage,0
2006,Togo,Alaska,Anchorage,0
2007,Togo,Alaska,Anchorage,0
2008,Togo,Alaska,Anchorage,7
2009,Togo,Alaska,Anchorage,0
2010,Togo,Alaska,Anchorage,0
2011,Togo,Alaska,Anchorage,0
2012,Togo,Alaska,Anchorage,0
2013,Togo,Alaska,Anchorage,0
2014,Togo,Alaska,Anchorage,0
2015,Togo,Alaska,Anchorage,0
2005,Ukraine,Alaska,Anchorage,0
2006,Ukraine,Alaska,Anchorage,0
2007,Ukraine,Alaska,Anchorage,0
2008,Ukraine,Alaska,Anchorage,0
2009,Ukraine,Alaska,Anchorage,0
2010,Ukraine,Alaska,Anchorage,4
2011,Ukraine,Alaska,Anchorage,0
2012,Ukraine,Alaska,Anchorage,0
2013,Ukraine,Alaska,Anchorage,0
2014,Ukraine,Alaska,Anchorage,0
2015,Ukraine,Alaska,Anchorage,3
2005,Ukraine,Alaska,Delta Junction,3
2006,Ukraine,Alaska,Delta Junction,0
2007,Ukraine,Alaska,Delta Junction,0
2008,Ukraine,Alaska,Delta Junction,0
2009,Ukraine,Alaska,Delta Junction,0
2010,Ukraine,Alaska,Delta Junction,0
2011,Ukraine,Alaska,Delta Junction,0
2012,Ukraine,Alaska,Delta Junction,0
2013,Ukraine,Alaska,Delta Junction,0
2014,Ukraine,Alaska,Delta Junction,0
2015,Ukraine,Alaska,Delta Junction,0
2005,Ukraine,Alaska,Eagle River,0
2006,Ukraine,Alaska,Eagle River,0
2007,Ukraine,Alaska,Eagle River,0
2008,Ukraine,Alaska,Eagle River,0
2009,Ukraine,Alaska,Eagle River,0
2010,Ukraine,Alaska,Eagle River,0
2011,Ukraine,Alaska,Eagle River,2
2012,Ukraine,Alaska,Eagle River,0
2013,Ukraine,Alaska,Eagle River,0
2014,Ukraine,Alaska,Eagle River,0
2015,Ukraine,Alaska,Eagle River,0
2005,Ukraine,Alaska,Palmer,0
2006,Ukraine,Alaska,Palmer,0
2007,Ukraine,Alaska,Palmer,0
2008,Ukraine,Alaska,Palmer,9
2009,Ukraine,Alaska,Palmer,0
2010,Ukraine,Alaska,Palmer,0
2011,Ukraine,Alaska,Palmer,0
2012,Ukraine,Alaska,Palmer,0
2013,Ukraine,Alaska,Palmer,0
2014,Ukraine,Alaska,Palmer,0
2015,Ukraine,Alaska,Palmer,0
2005,Ukraine,Alaska,Wasilla,0
2006,Ukraine,Alaska,Wasilla,18
2007,Ukraine,Alaska,Wasilla,0
2008,Ukraine,Alaska,Wasilla,0
2009,Ukraine,Alaska,Wasilla,0
2010,Ukraine,Alaska,Wasilla,0
2011,Ukraine,Alaska,Wasilla,4
2012,Ukraine,Alaska,Wasilla,0
2013,Ukraine,Alaska,Wasilla,0
2014,Ukraine,Alaska,Wasilla,0
2015,Ukraine,Alaska,Wasilla,4
2005,Uzbekistan,Alaska,Anchorage,0
2006,Uzbekistan,Alaska,Anchorage,6
2007,Uzbekistan,Alaska,Anchorage,9
2008,Uzbekistan,Alaska,Anchorage,0
2009,Uzbekistan,Alaska,Anchorage,0
2010,Uzbekistan,Alaska,Anchorage,0
2011,Uzbekistan,Alaska,Anchorage,0
2012,Uzbekistan,Alaska,Anchorage,6
2013,Uzbekistan,Alaska,Anchorage,0
2014,Uzbekistan,Alaska,Anchorage,0
2015,Uzbekistan,Alaska,Anchorage,1
2005,Vietnam,Alaska,Fairbanks,0
2006,Vietnam,Alaska,Fairbanks,4
2007,Vietnam,Alaska,Fairbanks,0
2008,Vietnam,Alaska,Fairbanks,0
2009,Vietnam,Alaska,Fairbanks,0
2010,Vietnam,Alaska,Fairbanks,0
2011,Vietnam,Alaska,Fairbanks,0
2012,Vietnam,Alaska,Fairbanks,0
2013,Vietnam,Alaska,Fairbanks,0
2014,Vietnam,Alaska,Fairbanks,0
2015,Vietnam,Alaska,Fairbanks,0
2005,Afghanistan,Arizona,Gilbert,3
2006,Afghanistan,Arizona,Gilbert,0
2007,Afghanistan,Arizona,Gilbert,0
2008,Afghanistan,Arizona,Gilbert,0
2009,Afghanistan,Arizona,Gilbert,0
2010,Afghanistan,Arizona,Gilbert,0
2011,Afghanistan,Arizona,Gilbert,0
2012,Afghanistan,Arizona,Gilbert,0
2013,Afghanistan,Arizona,Gilbert,0
2014,Afghanistan,Arizona,Gilbert,0
2015,Afghanistan,Arizona,Gilbert,0
2005,Afghanistan,Arizona,Glendale,19
2006,Afghanistan,Arizona,Glendale,4
2007,Afghanistan,Arizona,Glendale,1
2008,Afghanistan,Arizona,Glendale,0
2009,Afghanistan,Arizona,Glendale,0
2010,Afghanistan,Arizona,Glendale,1
2011,Afghanistan,Arizona,Glendale,0
2012,Afghanistan,Arizona,Glendale,0
2013,Afghanistan,Arizona,Glendale,0
2014,Afghanistan,Arizona,Glendale,9
2015,Afghanistan,Arizona,Glendale,7
2005,Afghanistan,Arizona,Peoria,1
2006,Afghanistan,Arizona,Peoria,1
2007,Afghanistan,Arizona,Peoria,0
2008,Afghanistan,Arizona,Peoria,0
2009,Afghanistan,Arizona,Peoria,0
2010,Afghanistan,Arizona,Peoria,0
2011,Afghanistan,Arizona,Peoria,0
2012,Afghanistan,Arizona,Peoria,0
2013,Afghanistan,Arizona,Peoria,1
2014,Afghanistan,Arizona,Peoria,0
2015,Afghanistan,Arizona,Peoria,0
2005,Afghanistan,Arizona,Phoenix,92
2006,Afghanistan,Arizona,Phoenix,59
2007,Afghanistan,Arizona,Phoenix,21
2008,Afghanistan,Arizona,Phoenix,52
2009,Afghanistan,Arizona,Phoenix,28
2010,Afghanistan,Arizona,Phoenix,29
2011,Afghanistan,Arizona,Phoenix,10
2012,Afghanistan,Arizona,Phoenix,14
2013,Afghanistan,Arizona,Phoenix,39
2014,Afghanistan,Arizona,Phoenix,21
2015,Afghanistan,Arizona,Phoenix,24
2005,Afghanistan,Arizona,Scottsdale,6
2006,Afghanistan,Arizona,Scottsdale,6
2007,Afghanistan,Arizona,Scottsdale,0
2008,Afghanistan,Arizona,Scottsdale,0
2009,Afghanistan,Arizona,Scottsdale,0
2010,Afghanistan,Arizona,Scottsdale,6
2011,Afghanistan,Arizona,Scottsdale,0
2012,Afghanistan,Arizona,Scottsdale,0
2013,Afghanistan,Arizona,Scottsdale,0
2014,Afghanistan,Arizona,Scottsdale,0
2015,Afghanistan,Arizona,Scottsdale,0
2005,Afghanistan,Arizona,Sun City,0
2006,Afghanistan,Arizona,Sun City,4
2007,Afghanistan,Arizona,Sun City,0
2008,Afghanistan,Arizona,Sun City,0
2009,Afghanistan,Arizona,Sun City,0
2010,Afghanistan,Arizona,Sun City,0
2011,Afghanistan,Arizona,Sun City,0
2012,Afghanistan,Arizona,Sun City,0
2013,Afghanistan,Arizona,Sun City,0
2014,Afghanistan,Arizona,Sun City,0
2015,Afghanistan,Arizona,Sun City,0
2005,Afghanistan,Arizona,Tucson,21
2006,Afghanistan,Arizona,Tucson,11
2007,Afghanistan,Arizona,Tucson,0
2008,Afghanistan,Arizona,Tucson,29
2009,Afghanistan,Arizona,Tucson,8
2010,Afghanistan,Arizona,Tucson,4
2011,Afghanistan,Arizona,Tucson,6
2012,Afghanistan,Arizona,Tucson,5
2013,Afghanistan,Arizona,Tucson,13
2014,Afghanistan,Arizona,Tucson,17
2015,Afghanistan,Arizona,Tucson,4
2005,Angola,Arizona,Phoenix,5
2006,Angola,Arizona,Phoenix,3
2007,Angola,Arizona,Phoenix,0
2008,Angola,Arizona,Phoenix,0
2009,Angola,Arizona,Phoenix,3
2010,Angola,Arizona,Phoenix,0
2011,Angola,Arizona,Phoenix,0
2012,Angola,Arizona,Phoenix,0
2013,Angola,Arizona,Phoenix,0
2014,Angola,Arizona,Phoenix,0
2015,Angola,Arizona,Phoenix,0
2005,Azerbaijan,Arizona,Phoenix,2
2006,Azerbaijan,Arizona,Phoenix,0
2007,Azerbaijan,Arizona,Phoenix,0
2008,Azerbaijan,Arizona,Phoenix,0
2009,Azerbaijan,Arizona,Phoenix,3
2010,Azerbaijan,Arizona,Phoenix,0
2011,Azerbaijan,Arizona,Phoenix,0
2012,Azerbaijan,Arizona,Phoenix,0
2013,Azerbaijan,Arizona,Phoenix,0
2014,Azerbaijan,Arizona,Phoenix,0
2015,Azerbaijan,Arizona,Phoenix,0
2005,Azerbaijan,Arizona,Sun City,2
2006,Azerbaijan,Arizona,Sun City,0
2007,Azerbaijan,Arizona,Sun City,0
2008,Azerbaijan,Arizona,Sun City,0
2009,Azerbaijan,Arizona,Sun City,0
2010,Azerbaijan,Arizona,Sun City,0
2011,Azerbaijan,Arizona,Sun City,0
2012,Azerbaijan,Arizona,Sun City,0
2013,Azerbaijan,Arizona,Sun City,0
2014,Azerbaijan,Arizona,Sun City,0
2015,Azerbaijan,Arizona,Sun City,0
2005,Azerbaijan,Arizona,Tucson,4
2006,Azerbaijan,Arizona,Tucson,0
2007,Azerbaijan,Arizona,Tucson,0
2008,Azerbaijan,Arizona,Tucson,0
2009,Azerbaijan,Arizona,Tucson,0
2010,Azerbaijan,Arizona,Tucson,0
2011,Azerbaijan,Arizona,Tucson,0
2012,Azerbaijan,Arizona,Tucson,0
2013,Azerbaijan,Arizona,Tucson,0
2014,Azerbaijan,Arizona,Tucson,0
2015,Azerbaijan,Arizona,Tucson,0
2005,Bhutan,Arizona,Glendale,0
2006,Bhutan,Arizona,Glendale,0
2007,Bhutan,Arizona,Glendale,0
2008,Bhutan,Arizona,Glendale,46
2009,Bhutan,Arizona,Glendale,36
2010,Bhutan,Arizona,Glendale,5
2011,Bhutan,Arizona,Glendale,0
2012,Bhutan,Arizona,Glendale,0
2013,Bhutan,Arizona,Glendale,5
2014,Bhutan,Arizona,Glendale,14
2015,Bhutan,Arizona,Glendale,24
2005,Bhutan,Arizona,Phoenix,0
2006,Bhutan,Arizona,Phoenix,0
2007,Bhutan,Arizona,Phoenix,0
2008,Bhutan,Arizona,Phoenix,179
2009,Bhutan,Arizona,Phoenix,509
2010,Bhutan,Arizona,Phoenix,207
2011,Bhutan,Arizona,Phoenix,205
2012,Bhutan,Arizona,Phoenix,203
2013,Bhutan,Arizona,Phoenix,65
2014,Bhutan,Arizona,Phoenix,30
2015,Bhutan,Arizona,Phoenix,5
2005,Bhutan,Arizona,Tucson,0
2006,Bhutan,Arizona,Tucson,0
2007,Bhutan,Arizona,Tucson,0
2008,Bhutan,Arizona,Tucson,168
2009,Bhutan,Arizona,Tucson,464
2010,Bhutan,Arizona,Tucson,273
2011,Bhutan,Arizona,Tucson,236
2012,Bhutan,Arizona,Tucson,148
2013,Bhutan,Arizona,Tucson,78
2014,Bhutan,Arizona,Tucson,26
2015,Bhutan,Arizona,Tucson,20
2005,Bosnia and Herzegovina,Arizona,Phoenix,1
2006,Bosnia and Herzegovina,Arizona,Phoenix,0
2007,Bosnia and Herzegovina,Arizona,Phoenix,0
2008,Bosnia and Herzegovina,Arizona,Phoenix,0
2009,Bosnia and Herzegovina,Arizona,Phoenix,0
2010,Bosnia and Herzegovina,Arizona,Phoenix,0
2011,Bosnia and Herzegovina,Arizona,Phoenix,0
2012,Bosnia and Herzegovina,Arizona,Phoenix,0
2013,Bosnia and Herzegovina,Arizona,Phoenix,0
2014,Bosnia and Herzegovina,Arizona,Phoenix,0
2015,Bosnia and Herzegovina,Arizona,Phoenix,0
2005,Bosnia and Herzegovina,Arizona,Tucson,1
2006,Bosnia and Herzegovina,Arizona,Tucson,0
2007,Bosnia and Herzegovina,Arizona,Tucson,0
2008,Bosnia and Herzegovina,Arizona,Tucson,0
2009,Bosnia and Herzegovina,Arizona,Tucson,0
2010,Bosnia and Herzegovina,Arizona,Tucson,0
2011,Bosnia and Herzegovina,Arizona,Tucson,0
2012,Bosnia and Herzegovina,Arizona,Tucson,0
2013,Bosnia and Herzegovina,Arizona,Tucson,0
2014,Bosnia and Herzegovina,Arizona,Tucson,0
2015,Bosnia and Herzegovina,Arizona,Tucson,0
2005,Burma,Arizona,Flagstaff,0
2006,Burma,Arizona,Flagstaff,0
2007,Burma,Arizona,Flagstaff,0
2008,Burma,Arizona,Flagstaff,0
2009,Burma,Arizona,Flagstaff,0
2010,Burma,Arizona,Flagstaff,0
2011,Burma,Arizona,Flagstaff,0
2012,Burma,Arizona,Flagstaff,0
2013,Burma,Arizona,Flagstaff,0
2014,Burma,Arizona,Flagstaff,0
2015,Burma,Arizona,Flagstaff,1
2005,Burma,Arizona,Gilbert,0
2006,Burma,Arizona,Gilbert,0
2007,Burma,Arizona,Gilbert,7
2008,Burma,Arizona,Gilbert,0
2009,Burma,Arizona,Gilbert,11
2010,Burma,Arizona,Gilbert,0
2011,Burma,Arizona,Gilbert,0
2012,Burma,Arizona,Gilbert,0
2013,Burma,Arizona,Gilbert,0
2014,Burma,Arizona,Gilbert,0
2015,Burma,Arizona,Gilbert,0
2005,Burma,Arizona,Glendale,0
2006,Burma,Arizona,Glendale,0
2007,Burma,Arizona,Glendale,4
2008,Burma,Arizona,Glendale,0
2009,Burma,Arizona,Glendale,3
2010,Burma,Arizona,Glendale,6
2011,Burma,Arizona,Glendale,1
2012,Burma,Arizona,Glendale,19
2013,Burma,Arizona,Glendale,4
2014,Burma,Arizona,Glendale,78
2015,Burma,Arizona,Glendale,204
2005,Burma,Arizona,Mesa,0
2006,Burma,Arizona,Mesa,0
2007,Burma,Arizona,Mesa,0
2008,Burma,Arizona,Mesa,0
2009,Burma,Arizona,Mesa,10
2010,Burma,Arizona,Mesa,0
2011,Burma,Arizona,Mesa,0
2012,Burma,Arizona,Mesa,0
2013,Burma,Arizona,Mesa,0
2014,Burma,Arizona,Mesa,0
2015,Burma,Arizona,Mesa,0
2005,Burma,Arizona,Peoria,0
2006,Burma,Arizona,Peoria,0
2007,Burma,Arizona,Peoria,0
2008,Burma,Arizona,Peoria,0
2009,Burma,Arizona,Peoria,1
2010,Burma,Arizona,Peoria,0
2011,Burma,Arizona,Peoria,0
2012,Burma,Arizona,Peoria,0
2013,Burma,Arizona,Peoria,1
2014,Burma,Arizona,Peoria,0
2015,Burma,Arizona,Peoria,0
2005,Burma,Arizona,Phoenix,65
2006,Burma,Arizona,Phoenix,103
2007,Burma,Arizona,Phoenix,567
2008,Burma,Arizona,Phoenix,752
2009,Burma,Arizona,Phoenix,915
2010,Burma,Arizona,Phoenix,567
2011,Burma,Arizona,Phoenix,392
2012,Burma,Arizona,Phoenix,298
2013,Burma,Arizona,Phoenix,274
2014,Burma,Arizona,Phoenix,232
2015,Burma,Arizona,Phoenix,191
2005,Burma,Arizona,Scottsdale,0
2006,Burma,Arizona,Scottsdale,4
2007,Burma,Arizona,Scottsdale,0
2008,Burma,Arizona,Scottsdale,0
2009,Burma,Arizona,Scottsdale,16
2010,Burma,Arizona,Scottsdale,7
2011,Burma,Arizona,Scottsdale,0
2012,Burma,Arizona,Scottsdale,0
2013,Burma,Arizona,Scottsdale,0
2014,Burma,Arizona,Scottsdale,0
2015,Burma,Arizona,Scottsdale,0
2005,Burma,Arizona,Sun City,0
2006,Burma,Arizona,Sun City,6
2007,Burma,Arizona,Sun City,6
2008,Burma,Arizona,Sun City,0
2009,Burma,Arizona,Sun City,0
2010,Burma,Arizona,Sun City,0
2011,Burma,Arizona,Sun City,0
2012,Burma,Arizona,Sun City,0
2013,Burma,Arizona,Sun City,0
2014,Burma,Arizona,Sun City,0
2015,Burma,Arizona,Sun City,0
2005,Burma,Arizona,Tempe,0
2006,Burma,Arizona,Tempe,0
2007,Burma,Arizona,Tempe,0
2008,Burma,Arizona,Tempe,9
2009,Burma,Arizona,Tempe,0
2010,Burma,Arizona,Tempe,0
2011,Burma,Arizona,Tempe,1
2012,Burma,Arizona,Tempe,0
2013,Burma,Arizona,Tempe,2
2014,Burma,Arizona,Tempe,0
2015,Burma,Arizona,Tempe,0
2005,Burma,Arizona,Tucson,0
2006,Burma,Arizona,Tucson,0
2007,Burma,Arizona,Tucson,6
2008,Burma,Arizona,Tucson,59
2009,Burma,Arizona,Tucson,12
2010,Burma,Arizona,Tucson,31
2011,Burma,Arizona,Tucson,35
2012,Burma,Arizona,Tucson,14
2013,Burma,Arizona,Tucson,12
2014,Burma,Arizona,Tucson,8
2015,Burma,Arizona,Tucson,11
2005,Burundi,Arizona,Fountain Hills,0
2006,Burundi,Arizona,Fountain Hills,0
2007,Burundi,Arizona,Fountain Hills,6
2008,Burundi,Arizona,Fountain Hills,0
2009,Burundi,Arizona,Fountain Hills,0
2010,Burundi,Arizona,Fountain Hills,0
2011,Burundi,Arizona,Fountain Hills,0
2012,Burundi,Arizona,Fountain Hills,0
2013,Burundi,Arizona,Fountain Hills,0
2014,Burundi,Arizona,Fountain Hills,0
2015,Burundi,Arizona,Fountain Hills,0
2005,Burundi,Arizona,Glendale,0
2006,Burundi,Arizona,Glendale,0
2007,Burundi,Arizona,Glendale,0
2008,Burundi,Arizona,Glendale,0
2009,Burundi,Arizona,Glendale,0
2010,Burundi,Arizona,Glendale,0
2011,Burundi,Arizona,Glendale,0
2012,Burundi,Arizona,Glendale,0
2013,Burundi,Arizona,Glendale,0
2014,Burundi,Arizona,Glendale,0
2015,Burundi,Arizona,Glendale,19
2005,Burundi,Arizona,Mesa,0
2006,Burundi,Arizona,Mesa,0
2007,Burundi,Arizona,Mesa,8
2008,Burundi,Arizona,Mesa,0
2009,Burundi,Arizona,Mesa,0
2010,Burundi,Arizona,Mesa,0
2011,Burundi,Arizona,Mesa,0
2012,Burundi,Arizona,Mesa,0
2013,Burundi,Arizona,Mesa,0
2014,Burundi,Arizona,Mesa,0
2015,Burundi,Arizona,Mesa,0
2005,Burundi,Arizona,Phoenix,8
2006,Burundi,Arizona,Phoenix,50
2007,Burundi,Arizona,Phoenix,236
2008,Burundi,Arizona,Phoenix,140
2009,Burundi,Arizona,Phoenix,19
2010,Burundi,Arizona,Phoenix,27
2011,Burundi,Arizona,Phoenix,13
2012,Burundi,Arizona,Phoenix,0
2013,Burundi,Arizona,Phoenix,5
2014,Burundi,Arizona,Phoenix,9
2015,Burundi,Arizona,Phoenix,20
2005,Burundi,Arizona,Sun City,0
2006,Burundi,Arizona,Sun City,0
2007,Burundi,Arizona,Sun City,1
2008,Burundi,Arizona,Sun City,0
2009,Burundi,Arizona,Sun City,0
2010,Burundi,Arizona,Sun City,0
2011,Burundi,Arizona,Sun City,0
2012,Burundi,Arizona,Sun City,0
2013,Burundi,Arizona,Sun City,0
2014,Burundi,Arizona,Sun City,0
2015,Burundi,Arizona,Sun City,0
2005,Burundi,Arizona,Tucson,0
2006,Burundi,Arizona,Tucson,3
2007,Burundi,Arizona,Tucson,138
2008,Burundi,Arizona,Tucson,60
2009,Burundi,Arizona,Tucson,20
2010,Burundi,Arizona,Tucson,14
2011,Burundi,Arizona,Tucson,2
2012,Burundi,Arizona,Tucson,2
2013,Burundi,Arizona,Tucson,7
2014,Burundi,Arizona,Tucson,2
2015,Burundi,Arizona,Tucson,127
2005,Cameroon,Arizona,Phoenix,0
2006,Cameroon,Arizona,Phoenix,1
2007,Cameroon,Arizona,Phoenix,0
2008,Cameroon,Arizona,Phoenix,0
2009,Cameroon,Arizona,Phoenix,1
2010,Cameroon,Arizona,Phoenix,0
2011,Cameroon,Arizona,Phoenix,0
2012,Cameroon,Arizona,Phoenix,0
2013,Cameroon,Arizona,Phoenix,0
2014,Cameroon,Arizona,Phoenix,0
2015,Cameroon,Arizona,Phoenix,0
2005,Cameroon,Arizona,Tucson,0
2006,Cameroon,Arizona,Tucson,0
2007,Cameroon,Arizona,Tucson,0
2008,Cameroon,Arizona,Tucson,0
2009,Cameroon,Arizona,Tucson,0
2010,Cameroon,Arizona,Tucson,0
2011,Cameroon,Arizona,Tucson,0
2012,Cameroon,Arizona,Tucson,0
2013,Cameroon,Arizona,Tucson,0
2014,Cameroon,Arizona,Tucson,2
2015,Cameroon,Arizona,Tucson,1
2005,Central African Republic,Arizona,Glendale,0
2006,Central African Republic,Arizona,Glendale,0
2007,Central African Republic,Arizona,Glendale,0
2008,Central African Republic,Arizona,Glendale,0
2009,Central African Republic,Arizona,Glendale,0
2010,Central African Republic,Arizona,Glendale,0
2011,Central African Republic,Arizona,Glendale,0
2012,Central African Republic,Arizona,Glendale,0
2013,Central African Republic,Arizona,Glendale,0
2014,Central African Republic,Arizona,Glendale,6
2015,Central African Republic,Arizona,Glendale,1
2005,Central African Republic,Arizona,Phoenix,0
2006,Central African Republic,Arizona,Phoenix,0
2007,Central African Republic,Arizona,Phoenix,0
2008,Central African Republic,Arizona,Phoenix,5
2009,Central African Republic,Arizona,Phoenix,0
2010,Central African Republic,Arizona,Phoenix,3
2011,Central African Republic,Arizona,Phoenix,15
2012,Central African Republic,Arizona,Phoenix,14
2013,Central African Republic,Arizona,Phoenix,27
2014,Central African Republic,Arizona,Phoenix,5
2015,Central African Republic,Arizona,Phoenix,0
2005,Central African Republic,Arizona,Tucson,0
2006,Central African Republic,Arizona,Tucson,0
2007,Central African Republic,Arizona,Tucson,2
2008,Central African Republic,Arizona,Tucson,9
2009,Central African Republic,Arizona,Tucson,0
2010,Central African Republic,Arizona,Tucson,6
2011,Central African Republic,Arizona,Tucson,2
2012,Central African Republic,Arizona,Tucson,4
2013,Central African Republic,Arizona,Tucson,13
2014,Central African Republic,Arizona,Tucson,4
2015,Central African Republic,Arizona,Tucson,0
2005,Chad,Arizona,Phoenix,0
2006,Chad,Arizona,Phoenix,0
2007,Chad,Arizona,Phoenix,0
2008,Chad,Arizona,Phoenix,0
2009,Chad,Arizona,Phoenix,6
2010,Chad,Arizona,Phoenix,2
2011,Chad,Arizona,Phoenix,0
2012,Chad,Arizona,Phoenix,5
2013,Chad,Arizona,Phoenix,0
2014,Chad,Arizona,Phoenix,1
2015,Chad,Arizona,Phoenix,0
2005,Chad,Arizona,Tucson,0
2006,Chad,Arizona,Tucson,0
2007,Chad,Arizona,Tucson,4
2008,Chad,Arizona,Tucson,3
2009,Chad,Arizona,Tucson,0
2010,Chad,Arizona,Tucson,1
2011,Chad,Arizona,Tucson,0
2012,Chad,Arizona,Tucson,1
2013,Chad,Arizona,Tucson,2
2014,Chad,Arizona,Tucson,7
2015,Chad,Arizona,Tucson,3
2005,China,Arizona,Phoenix,0
2006,China,Arizona,Phoenix,0
2007,China,Arizona,Phoenix,7
2008,China,Arizona,Phoenix,1
2009,China,Arizona,Phoenix,9
2010,China,Arizona,Phoenix,0
2011,China,Arizona,Phoenix,3
2012,China,Arizona,Phoenix,0
2013,China,Arizona,Phoenix,2
2014,China,Arizona,Phoenix,0
2015,China,Arizona,Phoenix,0
2005,Colombia,Arizona,Glendale,0
2006,Colombia,Arizona,Glendale,0
2007,Colombia,Arizona,Glendale,0
2008,Colombia,Arizona,Glendale,0
2009,Colombia,Arizona,Glendale,0
2010,Colombia,Arizona,Glendale,0
2011,Colombia,Arizona,Glendale,0
2012,Colombia,Arizona,Glendale,0
2013,Colombia,Arizona,Glendale,0
2014,Colombia,Arizona,Glendale,0
2015,Colombia,Arizona,Glendale,13
2005,Colombia,Arizona,Phoenix,12
2006,Colombia,Arizona,Phoenix,5
2007,Colombia,Arizona,Phoenix,8
2008,Colombia,Arizona,Phoenix,4
2009,Colombia,Arizona,Phoenix,1
2010,Colombia,Arizona,Phoenix,2
2011,Colombia,Arizona,Phoenix,0
2012,Colombia,Arizona,Phoenix,0
2013,Colombia,Arizona,Phoenix,4
2014,Colombia,Arizona,Phoenix,6
2015,Colombia,Arizona,Phoenix,1
2005,Colombia,Arizona,Tucson,0
2006,Colombia,Arizona,Tucson,0
2007,Colombia,Arizona,Tucson,0
2008,Colombia,Arizona,Tucson,0
2009,Colombia,Arizona,Tucson,1
2010,Colombia,Arizona,Tucson,0
2011,Colombia,Arizona,Tucson,0
2012,Colombia,Arizona,Tucson,0
2013,Colombia,Arizona,Tucson,4
2014,Colombia,Arizona,Tucson,11
2015,Colombia,Arizona,Tucson,0
2005,Congo,Arizona,Phoenix,0
2006,Congo,Arizona,Phoenix,11
2007,Congo,Arizona,Phoenix,3
2008,Congo,Arizona,Phoenix,5
2009,Congo,Arizona,Phoenix,15
2010,Congo,Arizona,Phoenix,5
